pr_auc,roc_auc,f1,precision,recall,mcc,brier,threshold,tn,fp,fn,tp,cost_5fn_1fp,fold
0.18469605542587664,0.712335446123842,0.0,0.0,0.0,0.0,0.06239753216505051,0.5,293,0,21,0,105.0,1
0.20111986141024438,0.6975459125629774,0.0,0.0,0.0,0.0,0.062151260673999786,0.5,293,0,21,0,105.0,2
0.19722177461095652,0.7184300341296928,0.0,0.0,0.0,0.0,0.05797390267252922,0.5,293,0,20,0,100.0,3
0.18255669189235438,0.6528049575994781,0.0,0.0,0.0,0.0,0.06275379657745361,0.5,292,0,21,0,105.0,4
0.19769762924569528,0.6906392694063926,0.0,0.0,0.0,0.0,0.0612216480076313,0.5,292,0,21,0,105.0,5
