pr_auc,roc_auc,f1,precision,recall,mcc,brier,threshold,tn,fp,fn,tp,cost_5fn_1fp,fold
0.06687898089171974,0.5,0.0,0.0,0.0,0.0,0.06687898089171974,0.5,293,0,21,0,105.0,1
0.06687898089171974,0.5,0.0,0.0,0.0,0.0,0.06687898089171974,0.5,293,0,21,0,105.0,2
0.06389776357827476,0.5,0.0,0.0,0.0,0.0,0.06389776357827476,0.5,293,0,20,0,100.0,3
0.0670926517571885,0.5,0.0,0.0,0.0,0.0,0.0670926517571885,0.5,292,0,21,0,105.0,4
0.0670926517571885,0.5,0.0,0.0,0.0,0.0,0.0670926517571885,0.5,292,0,21,0,105.0,5
