pr_auc,roc_auc,f1,precision,recall,mcc,brier,threshold,tn,fp,fn,tp,cost_5fn_1fp,fold
0.24744280104928829,0.7266374126442385,0.0,0.0,0.0,0.0,0.0647252821264735,0.5,293,0,21,0,105.0,1
0.207498807835987,0.6951080773606371,0.0,0.0,0.0,0.0,0.06505586481384942,0.5,293,0,21,0,105.0,2
0.17516722588290715,0.7220136518771331,0.0,0.0,0.0,-0.014791216388833982,0.06327585996652832,0.5,292,1,20,0,101.0,3
0.16128020931080844,0.6771037181996086,0.0,0.0,0.0,0.0,0.06509844496299405,0.5,292,0,21,0,105.0,4
0.23936068575530914,0.7214611872146117,0.0,0.0,0.0,0.0,0.06443978166761843,0.5,292,0,21,0,105.0,5
