pr_auc,roc_auc,f1,precision,recall,mcc,brier,threshold,tn,fp,fn,tp,cost_5fn_1fp,fold
0.22863955549974088,0.769705834552251,0.15384615384615385,0.4,0.09523809523809523,0.16962661260809042,0.060588303953409195,0.5,290,3,19,2,98.0,1
0.15313332829066803,0.7623923289452299,0.0,0.0,0.0,-0.02629397647490914,0.07071170210838318,0.5,290,3,21,0,108.0,2
0.09695060040860717,0.6267918088737202,0.0,0.0,0.0,-0.03328823981760964,0.07180576771497726,0.5,288,5,20,0,105.0,3
0.24601836730029328,0.7336921069797783,0.08695652173913043,0.5,0.047619047619047616,0.13876279068521113,0.06228841841220856,0.5,291,1,20,1,101.0,4
0.142582124789796,0.6418786692759296,0.08333333333333333,0.3333333333333333,0.047619047619047616,0.10468813459195173,0.06493976712226868,0.5,290,2,20,1,102.0,5
