feature,importance,importance_std,method
284,0.003372473413211008,0.0,mutual_info
393,0.003287481868716302,0.0,mutual_info
295,0.0032681560145648714,0.0,mutual_info
422,0.003215143864090386,0.0,mutual_info
558,0.0032142381177322488,0.0,mutual_info
168,0.003206659850376381,0.0,mutual_info
97,0.0031640946309436924,0.0,mutual_info
461,0.003159464789605826,0.0,mutual_info
552,0.003153319297785284,0.0,mutual_info
297,0.0031440162945906014,0.0,mutual_info
511,0.003082493008846665,0.0,mutual_info
111,0.002932946888243748,0.0,mutual_info
367,0.0027285650893738023,0.0,mutual_info
203,0.0027233211116828304,0.0,mutual_info
463,0.0026984566643988295,0.0,mutual_info
491,0.002688343773352031,0.0,mutual_info
86,0.0026875161760575583,0.0,mutual_info
115,0.0026556892453601932,0.0,mutual_info
546,0.0025971813824166023,0.0,mutual_info
76,0.0025724094505261696,0.0,mutual_info
568,0.0025707252107129985,0.0,mutual_info
242,0.002517014889614755,0.0,mutual_info
364,0.0024929708208656365,0.0,mutual_info
534,0.002482805720859904,0.0,mutual_info
535,0.0024597684367315686,0.0,mutual_info
232,0.0024438349394424463,0.0,mutual_info
469,0.0024146176103001515,0.0,mutual_info
181,0.002398916634912318,0.0,mutual_info
221,0.0023784675247549014,0.0,mutual_info
579,0.002341053008817928,0.0,mutual_info
334,0.002298333351875792,0.0,mutual_info
214,0.0022676365953431254,0.0,mutual_info
319,0.0022564842753218795,0.0,mutual_info
530,0.002256159176984074,0.0,mutual_info
559,0.0022535772249898667,0.0,mutual_info
325,0.0022534641882201445,0.0,mutual_info
327,0.0020918060812225026,0.0,mutual_info
459,0.00198679930266743,0.0,mutual_info
444,0.001963871930669825,0.0,mutual_info
220,0.001952635440823025,0.0,mutual_info
48,0.001898147965261554,0.0,mutual_info
494,0.001859657989778274,0.0,mutual_info
369,0.0017761757143870405,0.0,mutual_info
381,0.0017690254686404394,0.0,mutual_info
513,0.0017533159133944487,0.0,mutual_info
0,0.0017306387815563262,0.0,mutual_info
417,0.0017272975251882983,0.0,mutual_info
363,0.0017172176069097933,0.0,mutual_info
292,0.0016816479744776736,0.0,mutual_info
329,0.0016231791133325402,0.0,mutual_info
121,0.0016196497845908375,0.0,mutual_info
276,0.0016169693248346828,0.0,mutual_info
190,0.00156470076786408,0.0,mutual_info
206,0.0015539991362845118,0.0,mutual_info
404,0.0015146427507330973,0.0,mutual_info
176,0.0014283088093303142,0.0,mutual_info
237,0.0013808544887548013,0.0,mutual_info
357,0.0013173089075240174,0.0,mutual_info
348,0.0011911001584048453,0.0,mutual_info
193,0.001182357077708529,0.0,mutual_info
410,0.0011674711611024957,0.0,mutual_info
550,0.0011667937518382576,0.0,mutual_info
508,0.0011435759006976909,0.0,mutual_info
151,0.0011037062660415042,0.0,mutual_info
578,0.0010790557823281421,0.0,mutual_info
257,0.0010321482854283026,0.0,mutual_info
114,0.0009981868937967153,0.0,mutual_info
209,0.0009489185764599561,0.0,mutual_info
117,0.0009222818556311463,0.0,mutual_info
544,0.0008796502067518475,0.0,mutual_info
200,0.0006799669378385609,0.0,mutual_info
314,0.0006514335523077897,0.0,mutual_info
291,0.0006416866214380423,0.0,mutual_info
387,0.0006398704470680361,0.0,mutual_info
471,0.00061134669540297,0.0,mutual_info
62,0.0006075563929386352,0.0,mutual_info
580,0.0005936433624078585,0.0,mutual_info
493,0.0005668690924787168,0.0,mutual_info
31,0.00045519901497659276,0.0,mutual_info
525,0.00044945866554946257,0.0,mutual_info
465,0.0004393871324430698,0.0,mutual_info
502,0.00039898406193983327,0.0,mutual_info
116,0.0003818707767708762,0.0,mutual_info
293,0.00035478125076093825,0.0,mutual_info
211,0.0003515649702858781,0.0,mutual_info
4,0.00033427789598738933,0.0,mutual_info
136,0.00032500893209919113,0.0,mutual_info
515,0.0003242054288421503,0.0,mutual_info
389,0.00024852403132102907,0.0,mutual_info
399,0.00023424175427577687,0.0,mutual_info
45,0.00019601242581113176,0.0,mutual_info
169,0.00016456016396859674,0.0,mutual_info
178,0.00014397754517481154,0.0,mutual_info
